Time,Voltage,VoltageExact,VoltageError
0.610000,2.708425,2.716754,-0.008329
0.620000,2.681341,2.689722,-0.008381
0.630000,2.654528,2.662959,-0.008431
0.640000,2.627982,2.636462,-0.008480
0.650000,2.601703,2.610229,-0.008526
0.660000,2.575686,2.584257,-0.008571
0.670000,2.549929,2.558543,-0.008614
0.680000,2.524429,2.533085,-0.008656
0.690000,2.499185,2.507880,-0.008695
0.700000,2.474193,2.482927,-0.008733
0.710000,2.449451,2.458221,-0.008770
0.720000,2.424957,2.433761,-0.008804
0.730000,2.400707,2.409545,-0.008838
0.740000,2.376700,2.385570,-0.008869
0.750000,2.352933,2.361833,-0.008900
0.760000,2.329404,2.338332,-0.008928
0.770000,2.306110,2.315065,-0.008956
0.780000,2.283049,2.292030,-0.008981
0.790000,2.260218,2.269224,-0.009006
0.800000,2.237616,2.246645,-0.009029
0.810000,2.215240,2.224290,-0.009050
0.820000,2.193088,2.202158,-0.009071
0.830000,2.171157,2.180246,-0.009090
0.840000,2.149445,2.158553,-0.009108
0.850000,2.127951,2.137075,-0.009124
0.860000,2.106671,2.115810,-0.009139
0.870000,2.085604,2.094758,-0.009153
0.880000,2.064748,2.073915,-0.009166
0.890000,2.044101,2.053279,-0.009178
0.900000,2.023660,2.032848,-0.009188
0.910000,2.003423,2.012621,-0.009198
0.920000,1.983389,1.992595,-0.009206
0.930000,1.963555,1.972769,-0.009213
0.940000,1.943920,1.953139,-0.009220
0.950000,1.924480,1.933705,-0.009225
0.960000,1.905236,1.914464,-0.009229
0.970000,1.886183,1.895415,-0.009232
0.980000,1.867321,1.876555,-0.009234
0.990000,1.848648,1.857883,-0.009235
1.000000,1.830162,1.839397,-0.009235
1.010000,1.811860,1.821095,-0.009235
1.020000,1.793741,1.802975,-0.009233
1.030000,1.775804,1.785035,-0.009231
1.040000,1.758046,1.767273,-0.009227
1.050000,1.740466,1.749689,-0.009223
1.060000,1.723061,1.732279,-0.009218
1.070000,1.705830,1.715043,-0.009212
1.080000,1.688772,1.697978,-0.009206
1.090000,1.671884,1.681082,-0.009198
1.100000,1.655165,1.664355,-0.009190
1.110000,1.638614,1.647795,-0.009181
1.120000,1.622228,1.631399,-0.009171
1.130000,1.606005,1.615166,-0.009161
1.140000,1.589945,1.599095,-0.009150
1.150000,1.574046,1.583184,-0.009138
1.160000,1.558305,1.567431,-0.009125
1.170000,1.542722,1.551835,-0.009112
1.180000,1.527295,1.536394,-0.009099
1.190000,1.512022,1.521106,-0.009084
1.200000,1.496902,1.505971,-0.009069
1.210000,1.481933,1.490986,-0.009053
1.220000,1.467114,1.476151,-0.009037
1.230000,1.452442,1.461463,-0.009020
1.240000,1.437918,1.446921,-0.009003
1.250000,1.423539,1.432524,-0.008985
1.260000,1.409303,1.418270,-0.008967
1.270000,1.395210,1.404158,-0.008948
1.280000,1.381258,1.390187,-0.008928
1.290000,1.367446,1.376354,-0.008908
1.300000,1.353771,1.362659,-0.008888
1.310000,1.340234,1.349100,-0.008867
1.320000,1.326831,1.335677,-0.008845
1.330000,1.313563,1.322386,-0.008823
1.340000,1.300427,1.309228,-0.008801
1.350000,1.287423,1.296201,-0.008778
1.360000,1.274549,1.283304,-0.008755
1.370000,1.261803,1.270535,-0.008731
1.380000,1.249185,1.257893,-0.008707
1.390000,1.236693,1.245377,-0.008683
1.400000,1.224326,1.232985,-0.008658
1.410000,1.212083,1.220716,-0.008633
1.420000,1.199962,1.208570,-0.008608
1.430000,1.187963,1.196545,-0.008582
1.440000,1.176083,1.184639,-0.008556
1.450000,1.164322,1.172851,-0.008529
1.460000,1.152679,1.161181,-0.008502
1.470000,1.141152,1.149627,-0.008475
1.480000,1.129741,1.138188,-0.008448
1.490000,1.118443,1.126863,-0.008420
1.500000,1.107259,1.115651,-0.008392
1.510000,1.096186,1.104550,-0.008364
1.520000,1.085224,1.093559,-0.008335
1.530000,1.074372,1.082678,-0.008306
1.540000,1.063629,1.071906,-0.008277
1.550000,1.052992,1.061240,-0.008248
1.560000,1.042462,1.050680,-0.008218
1.570000,1.032038,1.040226,-0.008188
1.580000,1.021717,1.029875,-0.008158
1.590000,1.011500,1.019628,-0.008128
1.600000,1.001385,1.009483,-0.008097
1.610000,0.991371,0.999438,-0.008067
1.620000,0.981458,0.989493,-0.008036
1.630000,0.971643,0.979648,-0.008005
1.640000,0.961927,0.969900,-0.007974
1.650000,0.952307,0.960250,-0.007942
1.660000,0.942784,0.950695,-0.007911
1.670000,0.933356,0.941235,-0.007879
1.680000,0.924023,0.931870,-0.007847
1.690000,0.914783,0.922598,-0.007815
1.700000,0.905635,0.913418,-0.007783
1.710000,0.896578,0.904329,-0.007751
1.720000,0.887613,0.895331,-0.007718
1.730000,0.878737,0.886422,-0.007686
1.740000,0.869949,0.877602,-0.007653
1.750000,0.861250,0.868870,-0.007620
1.760000,0.852637,0.860224,-0.007587
1.770000,0.844111,0.851665,-0.007554
1.780000,0.835670,0.843191,-0.007521
1.790000,0.827313,0.834801,-0.007488
1.800000,0.819040,0.826494,-0.007455
1.810000,0.810849,0.818271,-0.007421
1.820000,0.802741,0.810129,-0.007388
1.830000,0.794714,0.802068,-0.007354
1.840000,0.786766,0.794087,-0.007321
1.850000,0.778899,0.786186,-0.007287
1.860000,0.771110,0.778363,-0.007253
1.870000,0.763399,0.770618,-0.007220
1.880000,0.755765,0.762951,-0.007186
1.890000,0.748207,0.755359,-0.007152
1.900000,0.740725,0.747843,-0.007118
1.910000,0.733318,0.740402,-0.007084
1.920000,0.725985,0.733035,-0.007050
1.930000,0.718725,0.725741,-0.007016
1.940000,0.711537,0.718520,-0.006982
1.950000,0.704422,0.711370,-0.006948
1.960000,0.697378,0.704292,-0.006914
1.970000,0.690404,0.697284,-0.006880
1.980000,0.683500,0.690346,-0.006846
1.990000,0.676665,0.683477,-0.006812
2.000000,0.669898,0.676676,-0.006778
2.010000,0.663199,0.669943,-0.006744
2.020000,0.656567,0.663277,-0.006710
2.030000,0.650002,0.656678,-0.006676
2.040000,0.643502,0.650144,-0.006642
2.050000,0.637067,0.643675,-0.006608
2.060000,0.630696,0.637270,-0.006574
2.070000,0.624389,0.630929,-0.006540
2.080000,0.618145,0.624651,-0.006506
2.090000,0.611964,0.618436,-0.006472
2.100000,0.605844,0.612282,-0.006438
2.110000,0.599786,0.606190,-0.006404
2.120000,0.593788,0.600158,-0.006370
2.130000,0.587850,0.594186,-0.006337
2.140000,0.581971,0.588274,-0.006303
2.150000,0.576152,0.582421,-0.006269
2.160000,0.570390,0.576626,-0.006235
2.170000,0.564686,0.570888,-0.006202
2.180000,0.559039,0.565208,-0.006168
2.190000,0.553449,0.559584,-0.006135
2.200000,0.547915,0.554016,-0.006101
2.210000,0.542435,0.548503,-0.006068
2.220000,0.537011,0.543046,-0.006035
2.230000,0.531641,0.537642,-0.006001
2.240000,0.526325,0.532293,-0.005968
2.250000,0.521061,0.526996,-0.005935
2.260000,0.515851,0.521752,-0.005902
2.270000,0.510692,0.516561,-0.005869
2.280000,0.505585,0.511421,-0.005836
2.290000,0.500529,0.506332,-0.005803
2.300000,0.495524,0.501294,-0.005770
2.310000,0.490569,0.496306,-0.005737
2.320000,0.485663,0.491368,-0.005705
2.330000,0.480807,0.486479,-0.005672
2.340000,0.475998,0.481638,-0.005640
2.350000,0.471238,0.476846,-0.005607
2.360000,0.466526,0.472101,-0.005575
2.370000,0.461861,0.467404,-0.005543
2.380000,0.457242,0.462753,-0.005511
2.390000,0.452670,0.458148,-0.005479
2.400000,0.448143,0.453590,-0.005447
2.410000,0.443662,0.449076,-0.005415
2.420000,0.439225,0.444608,-0.005383
2.430000,0.434833,0.440184,-0.005351
2.440000,0.430484,0.435804,-0.005320
2.450000,0.426180,0.431468,-0.005288
2.460000,0.421918,0.427175,-0.005257
2.470000,0.417699,0.422924,-0.005226
2.480000,0.413522,0.418716,-0.005194
2.490000,0.409386,0.414550,-0.005163
2.500000,0.405293,0.410425,-0.005132
2.510000,0.401240,0.406341,-0.005102
2.520000,0.397227,0.402298,-0.005071
2.530000,0.393255,0.398295,-0.005040
2.540000,0.389322,0.394332,-0.005010
2.550000,0.385429,0.390408,-0.004979
2.560000,0.381575,0.386524,-0.004949
2.570000,0.377759,0.382678,-0.004919
2.580000,0.373982,0.378870,-0.004888
2.590000,0.370242,0.375100,-0.004858
2.600000,0.366539,0.371368,-0.004829
2.610000,0.362874,0.367673,-0.004799
2.620000,0.359245,0.364014,-0.004769
2.630000,0.355653,0.360392,-0.004740
2.640000,0.352096,0.356806,-0.004710
2.650000,0.348575,0.353256,-0.004681
2.660000,0.345090,0.349741,-0.004652
2.670000,0.341639,0.346261,-0.004623
2.680000,0.338222,0.342816,-0.004594
2.690000,0.334840,0.339405,-0.004565
2.700000,0.331492,0.336028,-0.004536
2.710000,0.328177,0.332684,-0.004507
2.720000,0.324895,0.329374,-0.004479
2.730000,0.321646,0.326096,-0.004450
2.740000,0.318430,0.322852,-0.004422
2.750000,0.315245,0.319639,-0.004394
2.760000,0.312093,0.316459,-0.004366
2.770000,0.308972,0.313310,-0.004338
2.780000,0.305882,0.310193,-0.004310
2.790000,0.302823,0.307106,-0.004283
2.800000,0.299795,0.304050,-0.004255
2.810000,0.296797,0.301025,-0.004228
2.820000,0.293829,0.298030,-0.004201
2.830000,0.290891,0.295064,-0.004173
2.840000,0.287982,0.292128,-0.004146
2.850000,0.285102,0.289222,-0.004119
2.860000,0.282251,0.286344,-0.004093
2.870000,0.279429,0.283495,-0.004066
2.880000,0.276634,0.280674,-0.004040
2.890000,0.273868,0.277881,-0.004013
2.900000,0.271129,0.275116,-0.003987
2.910000,0.268418,0.272379,-0.003961
2.920000,0.265734,0.269668,-0.003935
2.930000,0.263076,0.266985,-0.003909
2.940000,0.260446,0.264329,-0.003883
2.950000,0.257841,0.261699,-0.003857
2.960000,0.255263,0.259095,-0.003832
2.970000,0.252710,0.256517,-0.003806
2.980000,0.250183,0.253964,-0.003781
2.990000,0.247681,0.251437,-0.003756
3.000000,0.245204,0.248935,-0.003731
3.010000,0.242752,0.246458,-0.003706
3.020000,0.240325,0.244006,-0.003681
3.030000,0.237922,0.241578,-0.003657
3.040000,0.235542,0.239174,-0.003632
3.050000,0.233187,0.236795,-0.003608
3.060000,0.230855,0.234438,-0.003583
3.070000,0.228547,0.232106,-0.003559
3.080000,0.226261,0.229796,-0.003535
3.090000,0.223999,0.227510,-0.003511
3.100000,0.221759,0.225246,-0.003487
3.110000,0.219541,0.223005,-0.003464
3.120000,0.217346,0.220786,-0.003440
3.130000,0.215172,0.218589,-0.003417
3.140000,0.213020,0.216414,-0.003394
3.150000,0.210890,0.214261,-0.003370
3.160000,0.208781,0.212129,-0.003347
3.170000,0.206693,0.210018,-0.003325
3.180000,0.204627,0.207928,-0.003302
3.190000,0.202580,0.205859,-0.003279
3.200000,0.200554,0.203811,-0.003257
3.210000,0.198549,0.201783,-0.003234
3.220000,0.196563,0.199775,-0.003212
3.230000,0.194598,0.197787,-0.003190
3.240000,0.192652,0.195819,-0.003168
3.250000,0.190725,0.193871,-0.003146
3.260000,0.188818,0.191942,-0.003124
3.270000,0.186930,0.190032,-0.003102
3.280000,0.185061,0.188141,-0.003081
3.290000,0.183210,0.186269,-0.003059
3.300000,0.181378,0.184416,-0.003038
3.310000,0.179564,0.182581,-0.003017
3.320000,0.177768,0.180764,-0.002996
3.330000,0.175991,0.178966,-0.002975
3.340000,0.174231,0.177185,-0.002954
3.350000,0.172489,0.175422,-0.002933
3.360000,0.170764,0.173676,-0.002913
3.370000,0.169056,0.171948,-0.002892
3.380000,0.167365,0.170237,-0.002872
3.390000,0.165692,0.168543,-0.002852
3.400000,0.164035,0.166866,-0.002831
3.410000,0.162395,0.165206,-0.002811
3.420000,0.160771,0.163562,-0.002792
3.430000,0.159163,0.161935,-0.002772
3.440000,0.157571,0.160323,-0.002752
3.450000,0.155996,0.158728,-0.002733
3.460000,0.154436,0.157149,-0.002713
3.470000,0.152891,0.155585,-0.002694
3.480000,0.151362,0.154037,-0.002675
3.490000,0.149849,0.152504,-0.002656
3.500000,0.148350,0.150987,-0.002637
3.510000,0.146867,0.149485,-0.002618
3.520000,0.145398,0.147997,-0.002599
3.530000,0.143944,0.146525,-0.002581
3.540000,0.142505,0.145067,-0.002562
3.550000,0.141080,0.143623,-0.002544
3.560000,0.139669,0.142194,-0.002525
3.570000,0.138272,0.140779,-0.002507
3.580000,0.136889,0.139378,-0.002489
3.590000,0.135520,0.137992,-0.002471
3.600000,0.134165,0.136619,-0.002453
3.610000,0.132824,0.135259,-0.002436
3.620000,0.131495,0.133913,-0.002418
3.630000,0.130180,0.132581,-0.002401
3.640000,0.128879,0.131262,-0.002383
3.650000,0.127590,0.129956,-0.002366
3.660000,0.126314,0.128663,-0.002349
3.670000,0.125051,0.127382,-0.002332
3.680000,0.123800,0.126115,-0.002315
3.690000,0.122562,0.124860,-0.002298
3.700000,0.121337,0.123618,-0.002281
3.710000,0.120123,0.122388,-0.002264
3.720000,0.118922,0.121170,-0.002248
3.730000,0.117733,0.119964,-0.002231
3.740000,0.116556,0.118771,-0.002215
3.750000,0.115390,0.117589,-0.002199
3.760000,0.114236,0.116419,-0.002183
3.770000,0.113094,0.115260,-0.002167
3.780000,0.111963,0.114113,-0.002151
3.790000,0.110843,0.112978,-0.002135
3.800000,0.109735,0.111854,-0.002119
3.810000,0.108637,0.110741,-0.002104
3.820000,0.107551,0.109639,-0.002088
3.830000,0.106475,0.108548,-0.002073
3.840000,0.105411,0.107468,-0.002057
3.850000,0.104357,0.106399,-0.002042
3.860000,0.103313,0.105340,-0.002027
3.870000,0.102280,0.104292,-0.002012
3.880000,0.101257,0.103254,-0.001997
3.890000,0.100245,0.102227,-0.001982
3.900000,0.099242,0.101210,-0.001967
3.910000,0.098250,0.100203,-0.001953
3.920000,0.097267,0.099205,-0.001938
3.930000,0.096294,0.098218,-0.001924
3.940000,0.095332,0.097241,-0.001910
3.950000,0.094378,0.096274,-0.001895
3.960000,0.093434,0.095316,-0.001881
3.970000,0.092500,0.094367,-0.001867
3.980000,0.091575,0.093428,-0.001853
3.990000,0.090659,0.092499,-0.001839
4.000000,0.089753,0.091578,-0.001825
4.010000,0.088855,0.090667,-0.001812
4.020000,0.087967,0.089765,-0.001798
4.030000,0.087087,0.088872,-0.001785
4.040000,0.086216,0.087987,-0.001771
4.050000,0.085354,0.087112,-0.001758
4.060000,0.084500,0.086245,-0.001745
4.070000,0.083655,0.085387,-0.001731
4.080000,0.082819,0.084537,-0.001718
4.090000,0.081991,0.083696,-0.001705
4.100000,0.081171,0.082863,-0.001693
4.110000,0.080359,0.082039,-0.001680
4.120000,0.079555,0.081223,-0.001667
4.130000,0.078760,0.080414,-0.001654
4.140000,0.077972,0.079614,-0.001642
4.150000,0.077193,0.078822,-0.001629
4.160000,0.076421,0.078038,-0.001617
4.170000,0.075656,0.077261,-0.001605
4.180000,0.074900,0.076493,-0.001593
4.190000,0.074151,0.075731,-0.001581
4.200000,0.073409,0.074978,-0.001568
4.210000,0.072675,0.074232,-0.001557
4.220000,0.071949,0.073493,-0.001545
4.230000,0.071229,0.072762,-0.001533
4.240000,0.070517,0.072038,-0.001521
4.250000,0.069812,0.071321,-0.001510
4.260000,0.069114,0.070612,-0.001498
4.270000,0.068422,0.069909,-0.001487
4.280000,0.067738,0.069213,-0.001475
4.290000,0.067061,0.068525,-0.001464
4.300000,0.066390,0.067843,-0.001453
4.310000,0.065726,0.067168,-0.001441
4.320000,0.065069,0.066499,-0.001430
4.330000,0.064418,0.065838,-0.001419
4.340000,0.063774,0.065183,-0.001409
4.350000,0.063136,0.064534,-0.001398
4.360000,0.062505,0.063892,-0.001387
4.370000,0.061880,0.063256,-0.001376
4.380000,0.061261,0.062627,-0.001366
4.390000,0.060649,0.062004,-0.001355
4.400000,0.060042,0.061387,-0.001345
4.410000,0.059442,0.060776,-0.001334
4.420000,0.058847,0.060171,-0.001324
4.430000,0.058259,0.059572,-0.001314
4.440000,0.057676,0.058980,-0.001304
4.450000,0.057099,0.058393,-0.001293
4.460000,0.056528,0.057812,-0.001283
4.470000,0.055963,0.057237,-0.001273
4.480000,0.055403,0.056667,-0.001264
4.490000,0.054849,0.056103,-0.001254
4.500000,0.054301,0.055545,-0.001244
4.510000,0.053758,0.054992,-0.001234
4.520000,0.053220,0.054445,-0.001225
4.530000,0.052688,0.053903,-0.001215
4.540000,0.052161,0.053367,-0.001206
4.550000,0.051640,0.052836,-0.001196
4.560000,0.051123,0.052310,-0.001187
4.570000,0.050612,0.051790,-0.001178
4.580000,0.050106,0.051274,-0.001169
4.590000,0.049605,0.050764,-0.001159
4.600000,0.049109,0.050259,-0.001150
4.610000,0.048618,0.049759,-0.001141
4.620000,0.048132,0.049264,-0.001132
4.630000,0.047650,0.048774,-0.001124
4.640000,0.047174,0.048288,-0.001115
4.650000,0.046702,0.047808,-0.001106
4.660000,0.046235,0.047332,-0.001097
4.670000,0.045773,0.046861,-0.001089
4.680000,0.045315,0.046395,-0.001080
4.690000,0.044862,0.045933,-0.001072
4.700000,0.044413,0.045476,-0.001063
4.710000,0.043969,0.045024,-0.001055
4.720000,0.043529,0.044576,-0.001047
4.730000,0.043094,0.044132,-0.001038
4.740000,0.042663,0.043693,-0.001030
4.750000,0.042236,0.043258,-0.001022
4.760000,0.041814,0.042828,-0.001014
4.770000,0.041396,0.042402,-0.001006
4.780000,0.040982,0.041980,-0.000998
4.790000,0.040572,0.041562,-0.000990
4.800000,0.040166,0.041149,-0.000982
4.810000,0.039765,0.040739,-0.000975
4.820000,0.039367,0.040334,-0.000967
4.830000,0.038973,0.039933,-0.000959
4.840000,0.038584,0.039535,-0.000952
4.850000,0.038198,0.039142,-0.000944
4.860000,0.037816,0.038752,-0.000937
4.870000,0.037438,0.038367,-0.000929
4.880000,0.037063,0.037985,-0.000922
4.890000,0.036693,0.037607,-0.000914
4.900000,0.036326,0.037233,-0.000907
4.910000,0.035963,0.036862,-0.000900
4.920000,0.035603,0.036496,-0.000893
4.930000,0.035247,0.036133,-0.000886
4.940000,0.034894,0.035773,-0.000879
4.950000,0.034545,0.035417,-0.000872
4.960000,0.034200,0.035065,-0.000865
4.970000,0.033858,0.034716,-0.000858
4.980000,0.033519,0.034370,-0.000851
4.990000,0.033184,0.034028,-0.000844
5.000000,0.032852,0.033690,-0.000837
